Name,chr,pos,Relation_to_Island,UCSC_RefGene_Name,UCSC_RefGene_Group,hg
cg09662754,chr1,24645805,N_Shelf,GRHL3,TSS200,hg19
cg17568409,chr7,43622641,N_Shore,STK17A,TSS200,hg19
cg15185794,chr1,17446087,Island,PADI2,TSS200,hg19
cg05108467,chr15,96869132,S_Shelf,NR2F2,TSS200,hg19
cg20426571,chr12,114843919,N_Shore,TBX5;TBX5;TBX5,TSS200;5'UTR;5'UTR,hg19
cg04496899,chr1,70820341,Island,HHLA3;ANKRD13C;HHLA3;HHLA3;HHLA3;ANKRD13C,TSS200;5'UTR;TSS200;TSS200;TSS200;1stExon,hg19
cg12969644,chr9,85678242,Island,RASEF,TSS200,hg19
cg06385152,chr17,35306059,Island,AATF,TSS200,hg19
cg08623787,chr1,165414611,OpenSea,RXRG;RXRG,TSS200;TSS200,hg19
cg23602974,chr7,35293884,Island,TBX20;TBX20,TSS200;TSS200,hg19
cg26533717,chr13,28543455,Island,CDX2,TSS200,hg19
cg04690395,chr2,19558507,S_Shore,OSR1,TSS200,hg19
cg00705908,chr8,17942569,S_Shore,ASAH1;ASAH1;ASAH1,TSS200;TSS200;TSS1500,hg19
cg08735298,chr1,38273312,N_Shore,C1orf122;YRDC;C1orf122,TSS200;Body;TSS200,hg19
cg08553816,chr6,31465710,Island,MICB,TSS200,hg19
cg07980518,chr18,59560394,N_Shore,RNF152,TSS200,hg19
cg14991487,chr2,176987404,Island,HOXD9,TSS200,hg19
cg16691593,chr5,76934634,Island,OTP,TSS200,hg19
cg16027761,chr13,53422871,Island,PCDH8;PCDH8,TSS200;TSS200,hg19
cg00614684,chr10,180265,N_Shore,ZMYND11;ZMYND11;ZMYND11,TSS200;TSS200;TSS200,hg19
cg25123470,chr10,103603722,S_Shore,KCNIP2;KCNIP2;KCNIP2;KCNIP2;KCNIP2;KCNIP2,TSS200;TSS200;TSS200;TSS200;TSS200;TSS200,hg19
cg01620570,chr17,15165908,Island,PMP22;PMP22,TSS200;5'UTR,hg19
cg18430624,chr11,10326585,Island,ADM,TSS200,hg19
cg14681055,chr10,104001261,Island,PITX3,TSS200,hg19
cg10040836,chr15,96875689,Island,NR2F2;NR2F2;NR2F2;MIR1469;NR2F2,TSS200;1stExon;Body;TSS1500;TSS1500,hg19
cg01769232,chr6,110300218,Island,GPR6,TSS200,hg19
cg06730723,chr10,1779819,Island,ADARB2,TSS200,hg19
cg22935450,chr17,38465393,OpenSea,RARA,TSS200,hg19
cg24887381,chr10,63661384,N_Shore,ARID5B,TSS200,hg19
cg06341054,chr4,52917543,Island,SPATA18,TSS200,hg19
cg15223102,chr19,33166151,Island,ANKRD27;RGS9BP,TSS200;TSS200,hg19
cg10583499,chr8,17942063,Island,ASAH1;ASAH1;ASAH1,TSS200;Body;Body,hg19
cg04549162,chr10,125425690,Island,GPR26,TSS200,hg19
cg16722536,chr22,19744067,Island,TBX1;TBX1;TBX1,TSS200;TSS200;TSS200,hg19
cg06509239,chr2,19558569,S_Shore,OSR1,TSS200,hg19
cg14858469,chr15,96874050,Island,NR2F2;NR2F2,TSS200;Body,hg19
cg13298963,chr17,32483938,N_Shore,ACCN1,TSS200,hg19
cg09364688,chr1,36038877,N_Shore,TFAP2E,TSS200,hg19
cg23437459,chr10,124907457,Island,HMX2,TSS200,hg19
cg03376565,chr6,26104165,N_Shore,HIST1H4C,TSS200,hg19
cg11815762,chr6,1610673,Island,FOXC1,TSS200,hg19
cg26593946,chr15,96869043,S_Shelf,NR2F2,TSS200,hg19
cg20839034,chr2,20646816,Island,RHOB,TSS200,hg19
cg23222039,chr19,17982708,Island,SLC5A5,TSS200,hg19
cg08961408,chr4,106816564,Island,NPNT,TSS200,hg19
cg22880373,chr15,66994602,Island,SMAD6;SMAD6,TSS200;TSS200,hg19
cg23259851,chr6,27775964,Island,HIST1H2AI;HIST1H2BL,TSS200;TSS1500,hg19
cg11575738,chr2,172950171,N_Shore,DLX1;DLX1,TSS200;TSS200,hg19
cg14548871,chr10,102505330,Island,PAX2;PAX2;PAX2;PAX2;PAX2,TSS200;TSS200;TSS200;TSS200;TSS200,hg19
cg02660347,chr12,64062505,Island,DPY19L2,TSS200,hg19
cg09313705,chr17,46622491,S_Shore,HOXB2,TSS200,hg19
cg18498593,chr17,46806134,Island,HOXB13,TSS200,hg19
cg27447599,chr7,45927940,N_Shore,IGFBP1,TSS200,hg19
cg09578028,chr2,176987411,Island,HOXD9,TSS200,hg19
cg14546394,chr8,72756863,S_Shore,MSC,TSS200,hg19
cg14941457,chr2,219824293,Island,CDK5R2,TSS200,hg19
cg18403361,chr14,38725750,S_Shore,CLEC14A,TSS200,hg19
cg11248413,chr5,134871658,Island,NEUROG1,TSS200,hg19
cg07991112,chr6,27841423,S_Shore,HIST1H4L;HIST1H3I,TSS200;TSS1500,hg19
cg18004523,chr2,158485526,Island,ACVR1C;ACVR1C;ACVR1C,TSS200;TSS200;TSS200,hg19
cg02526522,chr11,128563716,Island,FLI1;FLI1,TSS200;5'UTR,hg19
cg09829319,chr6,10882238,N_Shore,GCM2,TSS200,hg19
cg19768950,chr2,182521921,Island,CERKL;CERKL;CERKL;CERKL;CERKL;CERKL;CERKL,TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200,hg19
cg02761093,chr13,22245020,Island,FGF9,TSS200,hg19
cg01650726,chr7,45927893,N_Shore,IGFBP1,TSS200,hg19
cg20143092,chr11,35160330,N_Shore,CD44;CD44;CD44;CD44;CD44,TSS200;TSS200;TSS200;TSS200;TSS200,hg19
cg09799658,chr7,19157304,Island,TWIST1,TSS200,hg19
cg19828298,chr1,3713105,Island,LRRC47,TSS200,hg19
cg10516975,chr20,30457834,N_Shore,DUSP15;TTLL9;DUSP15;DUSP15,TSS200;TSS1500;5'UTR;Body,hg19
cg17945001,chr1,18434118,Island,IGSF21,TSS200,hg19
cg01537995,chr14,85996352,N_Shore,FLRT2,TSS200,hg19
cg00554614,chr7,127225750,Island,GCC1,TSS200,hg19
cg14530528,chr6,32821814,Island,TAP1;PSMB9;PSMB9,TSS200;TSS200;TSS200,hg19
cg14400886,chr4,134070441,Island,PCDH10;PCDH10,TSS200;TSS200,hg19
cg06367647,chr1,190446829,OpenSea,FAM5C,TSS200,hg19
cg12352006,chr22,30163351,Island,UCRC;ZMAT5;UCRC;ZMAT5,TSS200;TSS1500;TSS200;TSS1500,hg19
cg11064073,chr4,164253938,S_Shore,NPY1R,TSS200,hg19
cg17274064,chr21,40033892,S_Shore,ERG;ERG,TSS200;TSS200,hg19
cg07486895,chr18,59560433,N_Shore,RNF152,TSS200,hg19
cg05740609,chr2,45168921,N_Shore,SIX3,TSS200,hg19
cg18093751,chr6,108487183,Island,NR2E1,TSS200,hg19
cg08530414,chr11,35160400,Island,CD44;CD44;CD44;CD44;CD44,TSS200;TSS200;TSS200;TSS200;TSS200,hg19
cg19848126,chr5,175788878,Island,KIAA1191;KIAA1191;KIAA1191,TSS200;TSS200;TSS200,hg19
cg03402876,chr2,11051991,Island,KCNF1,TSS200,hg19
cg25583491,chr5,94955880,Island,GPR150,TSS200,hg19
cg09000800,chr17,4545081,S_Shore,ALOX15,TSS200,hg19
cg13061637,chr20,45523098,N_Shore,EYA2;EYA2,TSS200;TSS200,hg19
cg08050360,chr2,119605807,N_Shore,EN1,TSS200,hg19
cg15984718,chr4,96470349,Island,UNC5C,TSS200,hg19
cg21944135,chr22,30163316,Island,UCRC;ZMAT5;UCRC;ZMAT5,TSS200;TSS1500;TSS200;TSS1500,hg19
cg16635352,chr11,20620914,N_Shore,SLC6A5,TSS200,hg19
cg05471296,chr7,27196302,Island,HOXA7,TSS200,hg19
cg02867818,chr10,180329,N_Shore,ZMYND11;ZMYND11;ZMYND11,TSS200;TSS200;TSS200,hg19
cg18022224,chr2,176964404,Island,HOXD12,TSS200,hg19
cg20498043,chr12,14924076,S_Shore,HIST4H4,TSS200,hg19
cg01019028,chr6,132722810,Island,MOXD1,TSS200,hg19
cg12298562,chr10,95361132,Island,RBP4,TSS200,hg19
cg23641145,chr11,101000566,S_Shore,PGR,TSS200,hg19
cg09408768,chr2,155555053,Island,KCNJ3,TSS200,hg19
cg23870282,chr3,72897792,Island,SHQ1,TSS200,hg19
cg01815538,chr6,100054615,N_Shore,PRDM13,TSS200,hg19
cg18261223,chr5,32711517,Island,NPR3,TSS200,hg19
cg17381377,chr11,17498601,Island,ABCC8,TSS200,hg19
cg12573071,chr3,134370015,Island,KY,TSS200,hg19
cg17653824,chr12,5153054,Island,KCNA5,TSS200,hg19
cg12103152,chr6,78173200,Island,HTR1B,TSS200,hg19
cg11960393,chr5,121414172,S_Shore,LOX,TSS200,hg19
cg02462519,chr12,89746470,Island,DUSP6;DUSP6,TSS200;TSS200,hg19
cg27176138,chr13,96743087,Island,HS6ST3,TSS200,hg19
cg01049530,chr4,81952008,Island,BMP3,TSS200,hg19
cg17783509,chr4,41751001,N_Shore,PHOX2B,TSS200,hg19
cg12926104,chr7,19157339,Island,TWIST1,TSS200,hg19
cg26682866,chr2,219824395,Island,CDK5R2,TSS200,hg19
cg05890484,chr5,78407552,OpenSea,BHMT,TSS200,hg19
cg04389422,chr12,24715564,Island,SOX5,TSS200,hg19
cg06854084,chr10,101292507,Island,NKX2-3,TSS200,hg19
cg23056042,chr3,72897765,Island,SHQ1,TSS200,hg19
cg13454407,chr8,110986982,Island,KCNV1,TSS200,hg19
cg26339504,chr10,118897859,Island,VAX1;VAX1,TSS200;TSS200,hg19
cg20435463,chr8,19796533,N_Shore,LPL,TSS200,hg19
cg14738290,chr6,29690998,N_Shore,HLA-F;HLA-F;HLA-F,TSS200;TSS200;TSS200,hg19
cg25335190,chr6,27791899,Island,HIST1H4J,TSS200,hg19
cg23650423,chr11,101454676,Island,TRPC6,TSS200,hg19
cg19928450,chr12,54348629,N_Shore,HOXC12,TSS200,hg19
cg19459093,chr6,27861078,N_Shore,HIST1H2AM;HIST1H2BO,TSS200;TSS200,hg19
cg03054576,chr11,118016366,Island,SCN4B;SCN4B;SCN4B;SCN4B,TSS200;Body;Body;TSS200,hg19
cg05505872,chr15,96873925,Island,NR2F2;NR2F2,TSS200;Body,hg19
cg17482927,chr17,63133259,N_Shore,RGS9;RGS9;RGS9,TSS200;TSS200;TSS200,hg19
cg25145993,chr8,23540545,Island,NKX3-1,TSS200,hg19
cg08938906,chr12,106976839,N_Shore,RFX4,TSS200,hg19
cg06062084,chr2,211090323,S_Shore,ACADL,TSS200,hg19
cg03396557,chr17,45810410,N_Shore,TBX21,TSS200,hg19
cg22196610,chr5,43042233,Island,LOC153684,TSS200,hg19
cg20888386,chr2,219858260,Island,CRYBA2;CRYBA2;CRYBA2,TSS200;TSS200;TSS200,hg19
cg03893150,chr1,6526325,S_Shore,TNFRSF25;PLEKHG5;TNFRSF25;PLEKHG5;PLEKHG5;TNFRSF25;PLEKHG5;TNFRSF25;PLEKHG5;TNFRSF25;TNFRSF25,TSS200;3'UTR;TSS200;3'UTR;3'UTR;TSS200;3'UTR;TSS200;3'UTR;TSS200;TSS200,hg19
cg11038073,chr18,47088421,Island,LIPG,TSS200,hg19
cg19743103,chr1,6304220,N_Shore,HES3,TSS200,hg19
cg07966910,chr2,20866399,Island,GDF7,TSS200,hg19
cg13921352,chr3,68981890,Island,FAM19A4;FAM19A4,TSS200;TSS200,hg19
cg02962380,chr16,79634723,Island,MAF;MAF,TSS200;TSS200,hg19
cg13237033,chr14,61116216,Island,SIX1,TSS200,hg19
cg25070637,chr8,97505868,Island,SDC2,TSS200,hg19
cg18750433,chr15,91643036,Island,SV2B;SV2B,TSS200;TSS1500,hg19
cg14717170,chr3,164914471,OpenSea,SLITRK3,TSS200,hg19
cg08065101,chr2,182521918,Island,CERKL;CERKL;CERKL;CERKL;CERKL;CERKL;CERKL,TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200,hg19
cg27307523,chr1,6484668,Island,ESPN,TSS200,hg19
cg11063988,chr19,46272660,Island,SIX5,TSS200,hg19
cg20064122,chr22,18593362,Island,TUBA8,TSS200,hg19
cg15891268,chr14,95236612,N_Shore,GSC,TSS200,hg19
cg24422198,chr18,59992387,Island,TNFRSF11A,TSS200,hg19
cg15133719,chr2,223163804,Island,PAX3;PAX3;PAX3;CCDC140;PAX3;PAX3;PAX3;PAX3;PAX3,TSS200;TSS200;TSS200;5'UTR;TSS200;TSS200;TSS200;TSS200;TSS200,hg19
cg08568987,chr19,56165234,Island,U2AF2;U2AF2,TSS200;TSS200,hg19
cg19579216,chr17,42081856,N_Shore,NAGS;PYY,TSS200;TSS200,hg19
cg19042459,chr18,49866371,N_Shelf,DCC,TSS200,hg19
cg09393675,chr17,37764250,Island,NEUROD2,TSS200,hg19
cg04886642,chr17,72920359,Island,OTOP2;USH1G,TSS200;TSS1500,hg19
cg27649073,chr10,104001259,Island,PITX3,TSS200,hg19
cg09236284,chr7,97361114,N_Shore,TAC1;TAC1;TAC1;TAC1,TSS200;TSS200;TSS200;TSS200,hg19
cg10349685,chr8,13372491,OpenSea,DLC1;DLC1,TSS200;TSS200,hg19
cg00936146,chr8,29206333,Island,DUSP4;DUSP4,TSS200;Body,hg19
cg07950000,chr21,31312333,S_Shore,GRIK1;GRIK1,TSS200;TSS200,hg19
cg07516956,chr5,134915085,S_Shore,CXCL14,TSS200,hg19
cg14167673,chr15,63796729,Island,USP3,TSS200,hg19
cg18751682,chr7,130419066,Island,KLF14,TSS200,hg19
cg16821068,chr11,129245691,Island,BARX2,TSS200,hg19
cg27335600,chr3,53528857,Island,CACNA1D;CACNA1D;CACNA1D,TSS200;TSS200;TSS200,hg19
cg11279425,chr11,19734864,Island,NAV2;NAV2;NAV2;LOC100126784,TSS200;TSS200;Body;Body,hg19
cg20515900,chr10,92980241,N_Shore,PCGF5,TSS200,hg19
cg10778736,chr15,45406362,N_Shore,DUOX2;DUOXA2,TSS200;TSS200,hg19
cg21197216,chr1,34632588,S_Shore,C1orf94;CSMD2,TSS200;TSS1500,hg19
cg08530978,chr2,172950120,Island,DLX1;DLX1,TSS200;TSS200,hg19
cg02709181,chr11,94276895,Island,FUT4,TSS200,hg19
cg26976390,chr11,113931150,Island,ZBTB16;ZBTB16,TSS200;5'UTR,hg19
cg25116388,chr17,46692422,S_Shore,HOXB8,TSS200,hg19
cg14246335,chr13,84456547,S_Shelf,SLITRK1,TSS200,hg19
cg06995920,chr12,64062544,Island,DPY19L2,TSS200,hg19
cg03905463,chr10,92980256,N_Shore,PCGF5,TSS200,hg19
cg03310469,chr2,45236672,Island,SIX2,TSS200,hg19
cg20916175,chr6,27832956,N_Shore,HIST1H2AL,TSS200,hg19
cg10886678,chr20,30946050,Island,ASXL1;ASXL1,TSS200;TSS200,hg19
cg09137696,chr16,56672415,Island,MT1A,TSS200,hg19
cg22363670,chr7,86273169,OpenSea,GRM3,TSS200,hg19
cg04925705,chr17,77813227,Island,CBX4,TSS200,hg19
cg26522278,chr19,496296,Island,MADCAM1;MADCAM1,TSS200;TSS200,hg19
cg26315277,chr11,31839549,Island,PAX6,TSS200,hg19
cg03552992,chr17,3599635,S_Shore,P2RX5;P2RX5;P2RX5,TSS200;TSS200;TSS200,hg19
cg19454508,chr19,19626958,Island,NDUFA13;TSSK6,TSS200;TSS1500,hg19
cg19177600,chr15,38857181,Island,RASGRP1;RASGRP1,TSS200;TSS200,hg19
cg19008649,chr2,217560292,S_Shore,IGFBP5,TSS200,hg19
cg24792749,chr19,33166123,Island,ANKRD27;RGS9BP,TSS200;TSS200,hg19
cg01281157,chr5,178422260,Island,GRM6,TSS200,hg19
cg14601136,chr3,186080043,Island,DGKG;DGKG;DGKG,TSS200;TSS200;TSS200,hg19
cg12864597,chr5,94955789,Island,GPR150,TSS200,hg19
cg01215762,chr7,27214126,Island,HOXA10;HOXA10,TSS200;Body,hg19
cg18564041,chr11,8285575,S_Shore,LMO1,TSS200,hg19
cg12307306,chr3,134369987,Island,KY,TSS200,hg19
cg19078574,chr2,99061248,Island,INPP4A;INPP4A;INPP4A;INPP4A,TSS200;TSS200;TSS200;TSS200,hg19
cg15797414,chr6,26032407,N_Shore,HIST1H3B,TSS200,hg19
cg24543286,chr1,53392881,Island,SCP2;SCP2,TSS200;TSS200,hg19
cg04378167,chr19,49944943,N_Shore,SLC17A7,TSS200,hg19
cg25475171,chr15,91643132,Island,SV2B;SV2B,TSS200;TSS1500,hg19
cg10608333,chr6,27799360,Island,HIST1H4K,TSS200,hg19
cg05236965,chr10,180411,N_Shore,ZMYND11;ZMYND11;ZMYND11,TSS200;TSS200;TSS200,hg19
cg12496355,chr11,126870773,S_Shore,KIRREL3;KIRREL3,TSS200;TSS200,hg19
cg07636178,chr6,26045534,N_Shore,HIST1H3C,TSS200,hg19
cg14230397,chr17,46799986,N_Shore,PRAC;C17orf93,TSS200;TSS1500,hg19
cg01212887,chr13,95364514,Island,SOX21,TSS200,hg19
cg19897940,chr11,128563685,Island,FLI1;FLI1,TSS200;5'UTR,hg19
cg17343325,chr19,3029668,S_Shore,TLE2;TLE2;TLE2,TSS200;Body;TSS1500,hg19
cg07590961,chr7,154002312,S_Shore,DPP6;DPP6;DPP6,TSS200;Body;Body,hg19
cg10693071,chr5,114516422,S_Shore,TRIM36;TRIM36;TRIM36,TSS200;TSS200;TSS200,hg19
cg22611504,chr10,52750754,N_Shore,PRKG1,TSS200,hg19
cg25367352,chr4,94750061,Island,ATOH1,TSS200,hg19
cg00010742,chr1,91182989,N_Shore,BARHL2,TSS200,hg19
cg04589674,chr8,38831508,N_Shore,HTRA4,TSS200,hg19
cg02796545,chr13,33590466,Island,KL,TSS200,hg19
cg12103626,chr17,14204310,Island,HS3ST3B1,TSS200,hg19
cg09906751,chr10,64133883,Island,ZNF365;ZNF365;ZNF365,TSS200;TSS200;TSS200,hg19
cg17718302,chr6,27858637,S_Shore,HIST1H3J,TSS200,hg19
cg25245418,chr1,24286282,Island,PNRC2,TSS200,hg19
cg10155681,chr10,90967233,N_Shore,CH25H,TSS200,hg19
cg26294710,chr8,99956489,N_Shore,OSR2;OSR2,TSS200;TSS200,hg19
cg09825093,chr16,82660505,N_Shore,CDH13,TSS200,hg19
cg25298161,chr15,41806135,S_Shore,LTK;LTK;LTK,TSS200;TSS200;TSS200,hg19
cg04430835,chr4,52917409,Island,SPATA18,TSS200,hg19
cg03132556,chr12,54366760,N_Shore,HOXC11,TSS200,hg19
cg23654127,chr10,95326313,Island,GPR120,TSS200,hg19
cg08460548,chr19,49944817,N_Shore,SLC17A7,TSS200,hg19
cg20952768,chr2,217560403,S_Shore,IGFBP5,TSS200,hg19
cg06186301,chr13,92050781,N_Shore,GPC5,TSS200,hg19
cg19219750,chr5,31193686,N_Shore,CDH6,TSS200,hg19
cg04431946,chr2,47797569,Island,KCNK12,TSS200,hg19
cg07013734,chr11,101454683,Island,TRPC6,TSS200,hg19
cg21269843,chr5,76934696,Island,OTP,TSS200,hg19
cg25806808,chr4,74734924,Island,CXCL1,TSS200,hg19
cg11387131,chr11,128761211,Island,KCNJ5,TSS200,hg19
cg11796507,chr6,27833095,N_Shore,HIST1H2AL,TSS200,hg19
cg06638966,chr6,70576321,N_Shore,COL19A1,TSS200,hg19
cg05877143,chr18,60986754,Island,BCL2;BCL2,TSS200;TSS200,hg19
cg08403345,chr19,496425,Island,MADCAM1;MADCAM1,TSS200;TSS200,hg19
cg07271264,chr11,17740977,Island,MYOD1,TSS200,hg19
cg18132090,chr1,151689381,OpenSea,TNRC4,TSS200,hg19
cg27296293,chr11,101454680,Island,TRPC6,TSS200,hg19
cg07497911,chr16,66878193,Island,CA7;CA7,TSS200;TSS1500,hg19
cg19836283,chr15,68724690,Island,ITGA11,TSS200,hg19
cg20157525,chr1,6304217,N_Shore,HES3,TSS200,hg19
cg24797967,chr1,147932055,Island,FLJ39739,TSS200,hg19
cg05869122,chr1,226926968,S_Shore,ITPKB,TSS200,hg19
cg06646969,chr6,31325058,Island,HLA-B,TSS200,hg19
cg09022720,chr1,92949447,Island,GFI1;GFI1;GFI1,TSS200;5'UTR;5'UTR,hg19
cg14097019,chr17,16472693,Island,ZNF287,TSS200,hg19
cg25534294,chr2,155554931,Island,KCNJ3,TSS200,hg19
cg20395892,chr12,66582780,Island,IRAK3;IRAK3,TSS200;TSS200,hg19
cg18115406,chr9,129376723,Island,LMX1B,TSS200,hg19
cg05655837,chr6,166582188,Island,T,TSS200,hg19
cg07676273,chr5,111755053,Island,EPB41L4A;FLJ11235,TSS200;TSS1500,hg19
cg09081913,chr1,180199374,Island,LHX4,TSS200,hg19
cg22141389,chr6,87646922,N_Shore,HTR1E,TSS200,hg19
cg00126034,chr17,44896162,Island,WNT3,TSS200,hg19
cg05945943,chr18,60986770,Island,BCL2;BCL2,TSS200;TSS200,hg19
cg11246071,chr9,23826065,S_Shelf,ELAVL2,TSS200,hg19
cg01161248,chr6,30585371,Island,MRPS18B;PPP1R10,TSS200;TSS1500,hg19
cg06393227,chr19,55866315,Island,COX6B2;FAM71E2,TSS200;3'UTR,hg19
cg10089978,chr16,67225962,OpenSea,E2F4,TSS200,hg19
cg04974587,chr11,110583549,Island,ARHGAP20,TSS200,hg19
cg00692763,chr18,47088373,Island,LIPG,TSS200,hg19
cg20576153,chr14,60975841,Island,SIX6,TSS200,hg19
cg05502271,chr15,22892535,Island,CYFIP1,TSS200,hg19
cg14320593,chr18,47088343,Island,LIPG,TSS200,hg19
cg05890620,chr19,10397612,Island,ICAM4;ICAM4;ICAM4,TSS200;TSS200;TSS200,hg19
cg17853504,chr12,24715538,Island,SOX5,TSS200,hg19
cg09030672,chr16,67197150,Island,HSF4;HSF4;FBXL8,TSS200;TSS200;Body,hg19
cg09374774,chr9,134151945,Island,FAM78A,TSS200,hg19
cg02440872,chr16,67225924,OpenSea,E2F4,TSS200,hg19
cg10684802,chr11,75379491,Island,MAP6;MAP6,TSS200;TSS200,hg19
cg06867829,chr12,24715508,Island,SOX5,TSS200,hg19
cg07380506,chr2,38303506,Island,CYP1B1,TSS200,hg19
cg01809148,chr22,30163342,Island,UCRC;ZMAT5;UCRC;ZMAT5,TSS200;TSS1500;TSS200;TSS1500,hg19
cg26650303,chr4,174451429,Island,HAND2;NBLA00301,TSS200;TSS200,hg19
cg16800165,chr14,85996364,N_Shore,FLRT2,TSS200,hg19
cg14445076,chr12,49488709,S_Shore,DHH,TSS200,hg19
cg14817143,chr8,63998778,S_Shore,TTPA,TSS200,hg19
cg19557537,chr6,46620673,Island,CYP39A1;SLC25A27,TSS200;TSS200,hg19
cg25917510,chr12,54402888,Island,HOXC8,TSS200,hg19
cg00043379,chr11,69634240,Island,FGF3,TSS200,hg19
cg07363239,chr6,135502390,Island,MYB;MYB;MYB;MYB;MYB;MYB;MYB;MYB,TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200,hg19
cg03384000,chr17,42081948,N_Shore,NAGS;PYY,TSS200;TSS200,hg19
cg15353061,chr14,51562486,Island,TRIM9;TRIM9,TSS200;TSS200,hg19
cg22957228,chr12,57610482,Island,NXPH4,TSS200,hg19
cg19221545,chr10,103603812,S_Shore,KCNIP2;KCNIP2;KCNIP2;KCNIP2;KCNIP2;KCNIP2,TSS200;TSS200;TSS200;TSS200;TSS200;TSS200,hg19
cg23463144,chr20,44650153,N_Shore,SLC12A5,TSS200,hg19
cg08032197,chr21,37507210,Island,CBR3,TSS200,hg19
cg27303981,chr10,26727195,Island,APBB1IP,TSS200,hg19
cg08730348,chr16,31214307,S_Shore,PYCARD;PYCARD,TSS200;TSS200,hg19
cg24059741,chr1,59249828,Island,JUN,TSS200,hg19
cg00960395,chr17,46799948,N_Shore,PRAC;C17orf93,TSS200;TSS1500,hg19
cg16811108,chr17,7905840,N_Shore,GUCY2D,TSS200,hg19
cg08676905,chr10,6019609,Island,IL15RA;IL15RA,TSS200;5'UTR,hg19
cg25694447,chr3,157824150,S_Shore,SHOX2;SHOX2;SHOX2,TSS200;TSS200;TSS200,hg19
cg00289429,chr11,17498619,Island,ABCC8,TSS200,hg19
cg24104938,chr6,108487078,Island,NR2E1,TSS200,hg19
cg11848563,chr1,63788557,Island,FOXD3,TSS200,hg19
cg06958686,chr17,61699762,Island,MAP3K3;MAP3K3,TSS200;TSS200,hg19
cg26101410,chr4,174451564,N_Shore,HAND2;NBLA00301,TSS200;TSS200,hg19
cg13029847,chr17,27333273,S_Shore,SEZ6;SEZ6,TSS200;TSS200,hg19
cg12228707,chr11,10326589,Island,ADM,TSS200,hg19
cg27083689,chr1,10057059,N_Shore,RBP7,TSS200,hg19
cg03637447,chr2,99061186,Island,INPP4A;INPP4A;INPP4A;INPP4A,TSS200;TSS200;TSS200;TSS200,hg19
cg10797959,chr4,2420526,Island,ZFYVE28,TSS200,hg19
cg13865595,chr12,48298924,Island,VDR;VDR,TSS200;TSS200,hg19
cg06918467,chr6,137815539,N_Shore,OLIG3,TSS200,hg19
cg12825773,chr5,172662463,N_Shore,NKX2-5;NKX2-5;NKX2-5,TSS200;TSS200;TSS200,hg19
cg00360414,chr10,63213391,S_Shore,TMEM26,TSS200,hg19
cg16696270,chr8,132052934,Island,ADCY8,TSS200,hg19
cg21237939,chr9,124991047,Island,LHX6;LHX6,TSS200;TSS200,hg19
cg23089549,chr11,44331905,N_Shore,ALX4,TSS200,hg19
cg01282074,chr5,172662328,N_Shore,NKX2-5;NKX2-5;NKX2-5,TSS200;TSS200;TSS200,hg19
cg22972972,chr6,150285139,Island,ULBP1,TSS200,hg19
cg07199812,chr1,212781985,Island,ATF3;ATF3;ATF3,TSS200;TSS200;5'UTR,hg19
cg13819165,chr14,73360990,S_Shore,DPF3,TSS200,hg19
cg14831946,chr7,90893731,Island,FZD1,TSS200,hg19
cg11072498,chr2,87035609,N_Shore,CD8A,TSS200,hg19
cg00036011,chr6,26271718,N_Shore,HIST1H3G;HIST1H2BI,TSS200;TSS1500,hg19
cg04767484,chr15,76629104,Island,ISL2,TSS200,hg19
cg10281002,chr12,114846399,Island,TBX5;TBX5,TSS200;TSS200,hg19
cg16585827,chr2,170219228,N_Shore,LRP2,TSS200,hg19
cg15142222,chr1,20878760,N_Shore,FAM43B,TSS200,hg19
cg01683044,chr12,54410632,N_Shore,HOXC4;HOXC6;HOXC5,TSS200;TSS200;TSS200,hg19
cg27152280,chr5,139423077,Island,NRG2;NRG2;NRG2;NRG2,TSS200;TSS200;TSS200;TSS200,hg19
cg08582356,chr8,86351018,Island,CA3,TSS200,hg19
cg24377562,chr22,30163270,Island,UCRC;ZMAT5;UCRC;ZMAT5,TSS200;TSS1500;TSS200;TSS1500,hg19
cg03595100,chr2,71127538,Island,VAX2,TSS200,hg19
cg12665504,chr5,100239050,Island,ST8SIA4;ST8SIA4,TSS200;TSS200,hg19
cg10010257,chr2,130737223,Island,RAB6C,TSS200,hg19
cg02583151,chr14,61116211,Island,SIX1,TSS200,hg19
cg01449218,chr7,86273083,OpenSea,GRM3,TSS200,hg19
cg05907835,chr16,31214346,S_Shore,PYCARD;PYCARD,TSS200;TSS200,hg19
cg25209633,chr1,207627492,N_Shore,CR2;CR2,TSS200;TSS200,hg19
cg25957967,chr1,55505148,Island,PCSK9,TSS200,hg19
cg18673726,chr12,115122101,Island,TBX3;TBX3,TSS200;TSS200,hg19
cg01310019,chr6,27840166,N_Shore,HIST1H3I,TSS200,hg19
cg17503456,chr3,138666054,Island,FOXL2;C3orf72,TSS200;TSS200,hg19
cg03466932,chr6,26027575,Island,HIST1H4B,TSS200,hg19
cg03707948,chr2,172967620,Island,DLX2,TSS200,hg19
cg09518596,chr17,80656723,Island,RAB40B,TSS200,hg19
cg26512254,chr7,27239763,Island,HOXA13,TSS200,hg19
cg02726121,chr8,11561531,Island,GATA4,TSS200,hg19
