Name,chr,pos,Relation_to_Island,UCSC_RefGene_Name,UCSC_RefGene_Group,hg,clock,weight_clock
cg19403534,chr10,120355419,Island,PRLHR,TSS1500,hg19,AGE,1
cg24553651,chr10,102193396,OpenSea,,,hg19,AGE,-1
cg15270654,chr8,97170666,N_Shore,GDF6,Body,hg19,AGE,1
cg26299169,chr13,28498956,Island,PDX1,3'UTR,hg19,AGE,1
cg03330485,chr8,21647596,Island,GFRA2;GFRA2;GFRA2,TSS1500;TSS1500;TSS1500,hg19,AGE,1
cg17885226,chr6,105388731,Island,,,hg19,AGE,1
cg04485799,chr22,50438356,Island,IL17REL,Body,hg19,AGE,1
cg07978472,chr4,122686493,Island,TMEM155;LOC100192379,TSS200;Body,hg19,AGE,1
cg16664405,chr10,111216962,Island,,,hg19,AGE,1
cg02051616,chr5,172661132,Island,NKX2-5;NKX2-5;NKX2-5,Body;Body;Body,hg19,AGE,1
cg01469108,chr1,60539498,Island,C1orf87,TSS200,hg19,AGE,1
cg11260097,chr7,121940647,Island,,,hg19,AGE,1
cg24309152,chr1,157125208,OpenSea,,,hg19,AGE,-1
cg10636297,chr21,45405724,S_Shelf,AGPAT3;AGPAT3,3'UTR;3'UTR,hg19,AGE,1
cg11823511,chr1,91183697,Island,BARHL2,TSS1500,hg19,AGE,1
cg07640648,chr19,39993697,Island,DLL3;DLL3,Body;Body,hg19,AGE,1
cg24621972,chr2,223160175,Island,PAX3;PAX3;PAX3;PAX3;PAX3;PAX3;PAX3;PAX3,Body;Body;Body;Body;Body;Body;Body;Body,hg19,AGE,1
cg14231297,chr19,58629901,Island,ZSCAN18;ZSCAN18,TSS200;TSS200,hg19,AGE,1
cg02355885,chr2,30142990,Island,ALK,1stExon,hg19,AGE,1
cg10906284,chr12,63544430,Island,AVPR1A,1stExon,hg19,AGE,1
cg06575035,chr5,140744449,Island,PCDHGA4;PCDHGA2;PCDHGA5;PCDHGB2;PCDHGA1;PCDHGB1;PCDHGA3;PCDHGA5,Body;Body;1stExon;Body;Body;Body;Body;1stExon,hg19,AGE,1
cg13072214,chr8,145060799,N_Shelf,PARP10,TSS200,hg19,AGE,-1
cg10959353,chr2,229046515,Island,SPHKAP;SPHKAP,TSS200;TSS200,hg19,AGE,1
cg18239431,chr8,25898220,N_Shore,EBF2,Body,hg19,AGE,1
cg20128928,chr4,104640560,Island,TACR3,1stExon,hg19,AGE,1
cg07780095,chr12,85674296,Island,ALX1,Body,hg19,AGE,1
cg23460823,chr3,170444635,OpenSea,,,hg19,AGE,-1
cg02657401,chr19,22469223,N_Shore,,,hg19,AGE,1
cg18961681,chr7,32467657,Island,,,hg19,AGE,1
cg25292550,chr14,38724646,Island,CLEC14A,1stExon,hg19,AGE,1
cg18384778,chr19,57618136,Island,,,hg19,AGE,1
cg23805357,chr10,25464139,Island,LOC100128811;GPR158,Body;TSS200,hg19,AGE,1
cg10453719,chr4,165305050,Island,MARCH1,TSS1500,hg19,AGE,1
cg13539545,chr14,60973823,Island,,,hg19,AGE,1
cg23401445,chr4,113442419,N_Shore,,,hg19,AGE,1
cg21289015,chr11,17566048,Island,USH1C;USH1C,TSS200;TSS200,hg19,AGE,1
cg23075337,chr7,8481460,N_Shore,NXPH1,Body,hg19,AGE,1
cg14568830,chr10,23463243,Island,,,hg19,AGE,1
cg12099524,chr14,60975537,S_Shore,SIX6,TSS1500,hg19,AGE,1
cg22125805,chr12,119212248,Island,,,hg19,AGE,1
cg09572366,chr7,130692936,OpenSea,LINC-PINT;LINC-PINT;LINC-PINT;LINC-PINT;LINC-PINT;LINC-PINT;LINC-PINT;LINC-PINT,Body;Body;Body;Body;Body;Body;Body;Body,hg19,AGE,-1
cg09656389,chr11,31839790,Island,PAX6,TSS1500,hg19,AGE,1
cg08304190,chr20,26188997,Island,MIR663,TSS200,hg19,AGE,1
cg12765028,chr4,13526659,Island,,,hg19,AGE,1
cg13425391,chr8,55382539,N_Shore,,,hg19,AGE,1
cg05700406,chr14,93389553,Island,CHGA;CHGA;CHGA;CHGA,5'UTR;5'UTR;1stExon;1stExon,hg19,AGE,1
cg10056132,chr10,50887731,Island,C10orf53;C10orf53;C10orf53;C10orf53,5'UTR;5'UTR;1stExon;1stExon,hg19,AGE,1
cg05184377,chr10,50976646,Island,,,hg19,AGE,1
cg17444738,chr4,85417969,Island,NKX6-1,Body,hg19,AGE,1
cg25078444,chr14,29235193,Island,FOXG1,TSS1500,hg19,AGE,1
cg21572722,chr6,11044894,Island,ELOVL2,TSS1500,hg19,AGE,1
cg22629111,chr1,166135208,Island,FAM78B,Body,hg19,AGE,1
cg13368923,chr6,1379065,Island,,,hg19,AGE,1
cg07135032,chr1,165322099,Island,LMX1A,Body,hg19,AGE,1
cg15452970,chr1,91190620,Island,,,hg19,AGE,1
cg17861230,chr19,18343901,Island,PDE4C,Body,hg19,AGE,1
cg13738144,chr6,100054723,Island,PRDM13;PRDM13,1stExon;5'UTR,hg19,AGE,1
cg23294090,chr8,139509672,Island,FAM135B,TSS1500,hg19,AGE,1
cg24892966,chr6,27526023,OpenSea,,,hg19,AGE,1
cg09942248,chr2,182545625,N_Shelf,NEUROD1,TSS1500,hg19,AGE,1
cg01486814,chr11,88799186,OpenSea,,,hg19,AGE,1
cg02119363,chr3,179754603,Island,PEX5L,TSS200,hg19,AGE,1
cg18279094,chr1,63790044,Island,FOXD3,1stExon,hg19,AGE,1
cg10721220,chr8,29743492,OpenSea,,,hg19,AGE,-1
cg26949694,chr11,27742060,Island,BDNF;BDNF;BDNF;BDNF;BDNF;BDNF;BDNF,Body;5'UTR;TSS1500;1stExon;5'UTR;1stExon;5'UTR,hg19,AGE,1
cg19456540,chr14,60976285,Island,SIX6,1stExon,hg19,AGE,1
cg01991397,chr18,5197333,Island,C18orf42,TSS200,hg19,AGE,1
cg05139788,chr6,50690647,N_Shore,TFAP2D,Body,hg19,AGE,1
cg06493994,chr6,25652602,Island,SCGN;SCGN,1stExon;5'UTR,hg19,AGE,1
cg06629130,chr18,44787585,Island,,,hg19,AGE,1
cg23254393,chr4,85423132,Island,,,hg19,AGE,1
cg22353551,chr1,156357839,N_Shore,,,hg19,AGE,1
cg15427886,chr8,55379663,Island,,,hg19,AGE,1
cg07449450,chr11,17566051,Island,USH1C;USH1C,TSS200;TSS200,hg19,AGE,1
cg06708634,chr6,100906895,S_Shore,SIM1,Body,hg19,AGE,1
cg16969368,chr17,57642752,Island,DHX40;DHX40,TSS200;TSS200,hg19,AGE,1
cg01796166,chr14,95239586,Island,,,hg19,AGE,1
cg26163578,chr19,57154589,Island,,,hg19,AGE,1
cg11142389,chr3,147125765,N_Shore,ZIC4;ZIC1,TSS1500;TSS1500,hg19,AGE,1
cg25645064,chr3,147096130,OpenSea,,,hg19,AGE,1
cg08874609,chr5,126626360,Island,MEGF10,TSS200,hg19,AGE,1
cg04444450,chr8,71287909,OpenSea,NCOA2,5'UTR,hg19,AGE,-1
cg19878479,chr19,49015582,N_Shore,LMTK3,Body,hg19,AGE,-1
cg22108374,chr15,74557527,OpenSea,CCDC33,Body,hg19,AGE,1
cg13419596,chr3,168669741,OpenSea,,,hg19,AGE,-1
cg06440519,chr19,51142375,Island,SYT3;SYT3;SYT3,5'UTR;TSS1500;5'UTR,hg19,AGE,1
cg05864140,chr2,220196530,Island,RESP18,Body,hg19,AGE,1
cg19021738,chr19,9517604,Island,,,hg19,AGE,1
cg18920097,chr15,35045695,N_Shore,GJD2,Body,hg19,AGE,1
cg01713272,chr18,12911711,Island,,,hg19,AGE,1
cg13698548,chr8,128808194,S_Shore,MIR1204,TSS200,hg19,AGE,-1
cg27293631,chr7,8474178,Island,NXPH1;NXPH1,1stExon;5'UTR,hg19,AGE,1
cg19925849,chr19,54445377,Island,CACNG7,Body,hg19,AGE,1
cg09099868,chr10,22622793,N_Shore,,,hg19,AGE,1
cg21998264,chr8,132054110,Island,ADCY8,TSS1500,hg19,AGE,1
cg16926102,chr10,23489850,S_Shore,,,hg19,AGE,1
cg23995459,chr1,53191787,N_Shore,ZYG11B,TSS1500,hg19,AGE,-1
cg19134568,chr4,147561339,Island,POU4F2,Body,hg19,AGE,1
cg18539122,chr13,79169872,N_Shore,,,hg19,AGE,1
cg07176264,chr2,120281999,Island,SCTR;SCTR,1stExon;5'UTR,hg19,AGE,1
cg15514678,chr14,105071344,Island,TMEM179;TMEM179,TSS1500;TSS1500,hg19,AGE,1
cg04927004,chr20,61809348,Island,MIR124-3,TSS1500,hg19,AGE,1
cg06704518,chr8,11565530,Island,GATA4,5'UTR,hg19,AGE,1
cg12642473,chr8,144912486,S_Shore,PUF60;PUF60;PUF60;PUF60;PUF60;PUF60;PUF60;PUF60,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500,hg19,AGE,-1
cg01718116,chr2,115919829,Island,DPP10;DPP10,Body;1stExon,hg19,AGE,1
cg06896909,chr7,19813297,S_Shore,TMEM196,TSS1500,hg19,AGE,1
cg15133018,chr18,56932872,Island,,,hg19,AGE,1
cg22374057,chr18,11148682,Island,FAM38B;FAM38B,5'UTR;1stExon,hg19,AGE,1
cg01155497,chr5,140203293,Island,PCDHA2;PCDHA1;PCDHA1;PCDHA3;PCDHA4;PCDHA5;PCDHA5,Body;Body;Body;Body;Body;1stExon;1stExon,hg19,AGE,1
cg12838303,chr6,154360670,Island,OPRM1;OPRM1;OPRM1;OPRM1;OPRM1;OPRM1;OPRM1;OPRM1;OPRM1;OPRM1;OPRM1;OPRM1;OPRM1;OPRM1;OPRM1;OPRM1;OPRM1;OPRM1;OPRM1;OPRM1;OPRM1,1stExon;1stExon;1stExon;5'UTR;5'UTR;1stExon;5'UTR;5'UTR;Body;5'UTR;1stExon;5'UTR;1stExon;5'UTR;1stExon;5'UTR;5'UTR;5'UTR;Body;1stExon;1stExon,hg19,AGE,1
cg08686462,chr11,2171184,OpenSea,INS-IGF2;IGF2;INS-IGF2,Body;TSS1500;Body,hg19,AGE,-1
cg10954469,chr2,71115370,Island,,,hg19,AGE,1
cg16647921,chr4,41867533,Island,,,hg19,AGE,1
cg14006181,chr14,29254942,Island,C14orf23,Body,hg19,AGE,1
cg27606499,chr3,147111120,Island,ZIC4;ZIC4;ZIC4;ZIC4;ZIC4,Body;TSS1500;Body;Body;TSS1500,hg19,AGE,1
cg02224946,chr20,21087295,S_Shore,,,hg19,AGE,1
cg14666113,chr8,11561724,Island,GATA4;GATA4,1stExon;5'UTR,hg19,AGE,1
cg06024104,chr1,153630651,N_Shore,SNAPIN;SNAPIN;SNAPIN,TSS1500;TSS1500;TSS1500,hg19,AGE,-1
cg04684267,chr19,58694502,Island,ZNF274;ZNF274;ZNF274;ZNF274;ZNF274;ZNF274,1stExon;5'UTR;1stExon;5'UTR;5'UTR;1stExon,hg19,AGE,1
cg07758738,chr18,12911528,Island,,,hg19,AGE,1
cg21635854,chr11,20184350,N_Shore,,,hg19,AGE,1
cg22719623,chr6,154360732,Island,OPRM1;OPRM1;OPRM1;OPRM1;OPRM1;OPRM1;OPRM1;OPRM1;OPRM1;OPRM1;OPRM1;OPRM1,1stExon;1stExon;Body;1stExon;1stExon;1stExon;1stExon;1stExon;5'UTR;1stExon;Body;1stExon,hg19,AGE,1
cg15168727,chr5,72599228,Island,,,hg19,AGE,1
cg24415208,chr19,54466441,Island,CACNG8,1stExon,hg19,AGE,1
cg16086620,chr14,93389557,Island,CHGA;CHGA,5'UTR;1stExon,hg19,AGE,1
cg12841266,chr3,9594093,Island,LHFPL4,Body,hg19,AGE,1
cg26990587,chr7,100253901,Island,ACTL6B,Body,hg19,AGE,1
cg25603636,chr5,140613998,N_Shore,PCDHB18,Body,hg19,AGE,1
cg06012215,chr10,111216867,Island,,,hg19,AGE,1
cg09042277,chr12,114840854,Island,TBX5;TBX5;TBX5;TBX5,Body;Body;5'UTR;Body,hg19,AGE,1
cg13445796,chr11,20181725,Island,DBX1,1stExon,hg19,AGE,1
cg02630553,chr15,60296809,Island,FOXB1;FOXB1,5'UTR;1stExon,hg19,AGE,1
cg16065021,chr12,127940654,Island,,,hg19,AGE,1
cg10457539,chr4,85418584,Island,NKX6-1,Body,hg19,AGE,1
cg03545227,chr2,220173100,Island,PTPRN,Body,hg19,AGE,1
cg17632937,chr22,30476326,Island,HORMAD2,TSS200,hg19,AGE,1
cg18691434,chr7,99775425,Island,STAG3;GPC2,TSS200;TSS1500,hg19,AGE,1
cg06784448,chr22,37099804,S_Shore,CACNG2,TSS1500,hg19,AGE,1
cg08234308,chr1,65991176,Island,LEPR;LEPR;LEPR,5'UTR;5'UTR;5'UTR,hg19,AGE,1
cg25026529,chr1,91183051,N_Shore,BARHL2,TSS1500,hg19,AGE,1
cg18731327,chr3,147114352,Island,ZIC4;ZIC4;ZIC4,Body;Body;Body,hg19,AGE,1
cg11413039,chr11,125774447,Island,PUS3;DDX25,TSS1500;1stExon,hg19,AGE,1
cg03004985,chr3,46735695,Island,ALS2CL,TSS1500,hg19,AGE,-1
cg26290632,chr8,91094847,OpenSea,CALB1,1stExon,hg19,AGE,1
cg08321518,chr22,30476204,Island,HORMAD2;HORMAD2-AS1,TSS1500;Body,hg19,AGE,1
cg00182727,chr20,44640501,Island,MMP9,Body,hg19,AGE,1
cg22967396,chr14,57283942,N_Shore,OTX2OS1,Body,hg19,AGE,1
cg08995719,chr15,75118802,OpenSea,CPLX3,TSS200,hg19,AGE,1
cg00434010,chr6,100903691,Island,SIM1,Body,hg19,AGE,1
cg11089595,chr8,85094437,N_Shelf,RALYL;RALYL;RALYL,TSS1500;TSS1500;TSS1500,hg19,AGE,1
cg13444775,chr11,124546591,S_Shelf,SIAE;SPA17,TSS1500;Body,hg19,AGE,-1
cg22396555,chr13,28502461,Island,,,hg19,AGE,1
cg02008154,chr7,35293537,Island,TBX20;TBX20;TBX20;TBX20,1stExon;5'UTR;1stExon;5'UTR,hg19,AGE,1
cg16280141,chr5,63257753,Island,HTR1A,TSS1500,hg19,AGE,1
cg04508964,chr12,106977389,Island,RFX4,Body,hg19,AGE,1
cg01281911,chr1,47882686,Island,FOXE3,1stExon,hg19,AGE,1
cg21039708,chr14,57278729,Island,OTX2OS1,TSS1500,hg19,AGE,1
cg25044651,chr5,115298720,Island,LVRN,1stExon,hg19,AGE,1
cg12727398,chr2,237087235,Island,,,hg19,AGE,1
cg08272731,chr1,75602167,Island,LHX8,Body,hg19,AGE,1
cg11667847,chr9,140033911,Island,GRIN1;GRIN1;GRIN1;GRIN1;GRIN1;GRIN1;GRIN1;GRIN1;GRIN1;GRIN1,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;1stExon;1stExon;1stExon;1stExon;1stExon,hg19,AGE,1
cg05930881,chr8,11560540,Island,GATA4,TSS1500,hg19,AGE,1
cg17592984,chr7,100254145,Island,ACTL6B,TSS200,hg19,AGE,1
cg24724428,chr6,11044888,Island,ELOVL2,TSS1500,hg19,AGE,1
cg16600370,chr3,49851721,OpenSea,UBA7,TSS1500,hg19,AGE,-1
cg13319711,chr7,39015544,Island,,,hg19,AGE,1
cg22095604,chr18,31803241,Island,NOL4;NOL4,1stExon;5'UTR,hg19,AGE,1
cg09228303,chr9,140033927,Island,GRIN1;GRIN1;GRIN1;GRIN1;GRIN1;GRIN1;GRIN1;GRIN1;GRIN1;GRIN1,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;1stExon;1stExon;1stExon;1stExon;1stExon,hg19,AGE,1
cg08891110,chr15,96952425,N_Shore,,,hg19,AGE,1
cg02034102,chr9,37026739,Island,PAX5,Body,hg19,AGE,1
cg12920180,chr14,31344444,Island,COCH;COCH,Body;Body,hg19,AGE,1
cg17280346,chr3,147126703,N_Shore,ZIC1,TSS1500,hg19,AGE,1
cg16899892,chr1,53528971,Island,PODN,Body,hg19,AGE,1
cg12419052,chr3,147126121,N_Shore,ZIC1,TSS1500,hg19,AGE,1
cg18840845,chr16,2261957,N_Shore,BRICD5;PGP,TSS1500;3'UTR,hg19,AGE,-1
cg00858840,chr2,171573839,Island,SP5,Body,hg19,AGE,1
cg04749646,chr2,217236630,Island,MARCH4;MARCH4,5'UTR;1stExon,hg19,AGE,1
cg18074184,chr4,48485090,N_Shore,SLC10A4,TSS1500,hg19,AGE,1
cg18249173,chr7,35293245,Island,TBX20;TBX20;TBX20;TBX20,1stExon;5'UTR;1stExon;5'UTR,hg19,AGE,1
cg09698471,chr5,63257847,Island,HTR1A,TSS1500,hg19,AGE,1
cg02250594,chr18,55103353,Island,ONECUT2,1stExon,hg19,AGE,1
cg26082257,chr11,43604854,S_Shore,,,hg19,AGE,1
cg21907107,chr5,76932062,N_Shore,OTP,Body,hg19,AGE,1
cg04813832,chr1,63790234,Island,FOXD3;FOXD3-AS1;FOXD3-AS1;FOXD3,1stExon;TSS1500;TSS200;3'UTR,hg19,AGE,1
cg06204735,chr14,74892986,Island,TMEM90A,TSS200,hg19,AGE,1
cg19246600,chr17,79878651,N_Shore,MAFG;MAFG,3'UTR;3'UTR,hg19,AGE,-1
cg02756107,chr7,99517460,S_Shore,TRIM4;TRIM4,TSS1500;TSS1500,hg19,AGE,-1
cg10721149,chr6,25652405,Island,SCGN,TSS200,hg19,AGE,1
cg23200020,chr19,35068555,Island,LOC643719,Body,hg19,AGE,1
cg12614105,chr7,24324435,Island,NPY,5'UTR,hg19,AGE,1
cg12757011,chr2,162281111,S_Shore,TBR1,3'UTR,hg19,AGE,1
cg12071888,chr1,91195159,S_Shelf,,,hg19,AGE,1
cg18008019,chr13,100641646,Island,,,hg19,AGE,1
cg07583894,chr19,12936512,Island,RTBDN;RTBDN,3'UTR;3'UTR,hg19,AGE,1
cg22548438,chr2,119607636,Island,,,hg19,AGE,1
cg09259037,chr6,85474424,S_Shore,TBX18,TSS1500,hg19,AGE,1
cg06737494,chr3,172167644,Island,GHSR;GHSR,TSS1500;TSS1500,hg19,AGE,1
cg13696942,chr11,20180666,N_Shore,DBX1,Body,hg19,AGE,1
cg19153494,chr9,129376716,Island,LMX1B;LMX1B;LMX1B,TSS200;TSS200;TSS200,hg19,AGE,1
cg10172669,chr4,42154840,Island,BEND4;BEND4;BEND4;BEND4,1stExon;5'UTR;5'UTR;1stExon,hg19,AGE,1
cg06383163,chr8,139509073,Island,FAM135B,TSS200,hg19,AGE,1
cg21158087,chr17,58216415,Island,,,hg19,AGE,1
cg16703762,chr5,76932047,N_Shore,OTP,Body,hg19,AGE,1
cg26249873,chr10,25465430,Island,LOC100128811;GPR158,TSS1500;Body,hg19,AGE,1
cg13383842,chr17,80292603,S_Shore,SECTM1,TSS1500,hg19,AGE,-1
cg08414570,chr9,19788757,Island,,,hg19,AGE,1
cg15466862,chr13,112722333,Island,SOX1,1stExon,hg19,AGE,1
cg18708460,chr6,100051339,Island,,,hg19,AGE,1
cg06335143,chr1,53308654,Island,ZYG11A,Body,hg19,AGE,1
cg26983710,chr2,154728202,Island,GALNT13,TSS1500,hg19,AGE,1
cg23010538,chr1,190447290,OpenSea,FAM5C,TSS1500,hg19,AGE,1
cg21214293,chr5,145713882,Island,,,hg19,AGE,1
cg20505704,chr16,6069411,Island,RBFOX1;RBFOX1;RBFOX1;RBFOX1;RBFOX1,TSS1500;1stExon;1stExon;5'UTR;5'UTR,hg19,AGE,1
cg14348757,chr6,154360590,Island,OPRM1;OPRM1;OPRM1;OPRM1;OPRM1;OPRM1;OPRM1;OPRM1;OPRM1;OPRM1;OPRM1;OPRM1;OPRM1;OPRM1;OPRM1;OPRM1;OPRM1;OPRM1;OPRM1;OPRM1;OPRM1;OPRM1;OPRM1;OPRM1;OPRM1;OPRM1;OPRM1;OPRM1;OPRM1;OPRM1,5'UTR;5'UTR;5'UTR;5'UTR;1stExon;1stExon;1stExon;1stExon;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;1stExon;1stExon;1stExon;1stExon;1stExon;1stExon;1stExon;5'UTR;Body;Body;Body;Body;Body;Body;Body,hg19,AGE,1
cg23848624,chr13,100622582,Island,ZIC5,1stExon,hg19,AGE,1
cg06661266,chr3,134027721,N_Shelf,,,hg19,AGE,-1
cg03738025,chr6,105388694,Island,,,hg19,AGE,1
cg10836101,chr19,30020886,Island,VSTM2B,Body,hg19,AGE,1
cg18471993,chr6,100917416,Island,,,hg19,AGE,1
cg23166865,chr1,63539729,OpenSea,,,hg19,AGE,1
cg24466241,chr1,53308908,Island,ZYG11A,Body,hg19,AGE,1
cg26983177,chr19,35395973,Island,,,hg19,AGE,1
cg03319497,chr5,145722730,Island,,,hg19,AGE,1
cg15091407,chr19,57149499,Island,,,hg19,AGE,1
cg08292467,chr5,140782510,S_Shelf,PCDHGA4;PCDHGA6;PCDHGA9;PCDHGA1;PCDHGA8;PCDHGA5;PCDHGB1;PCDHGB4;PCDHGA3;PCDHGA9;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB5;PCDHGB3,Body;Body;TSS200;Body;Body;Body;Body;Body;Body;TSS200;Body;Body;Body;Body;Body,hg19,AGE,1
cg24503966,chr18,31803678,Island,NOL4;NOL4;NOL4;NOL4;NOL4,TSS1500;TSS1500;TSS200;TSS200;TSS200,hg19,AGE,1
cg21632975,chr19,46456210,Island,NOVA2,Body,hg19,AGE,1
cg07312601,chr1,19583887,OpenSea,MRTO4,Body,hg19,AGE,-1
cg11708136,chr11,88799191,OpenSea,,,hg19,AGE,1
cg24177377,chr9,139878174,N_Shore,LCNL1,Body,hg19,AGE,-1
cg27464051,chr19,11591856,Island,ELAVL3;ELAVL3,TSS200;TSS200,hg19,AGE,1
cg06570224,chr3,157812475,Island,,,hg19,AGE,1
cg22384423,chr8,128808262,S_Shore,MIR1204,Body,hg19,AGE,-1
cg04908308,chr1,63790236,Island,FOXD3;FOXD3-AS1;FOXD3-AS1;FOXD3,1stExon;TSS1500;TSS200;3'UTR,hg19,AGE,1
cg03440846,chr20,33462360,N_Shore,ACSS2,TSS1500,hg19,AGE,-1
cg00030420,chr5,140683772,Island,SLC25A2,TSS200,hg19,AGE,1
cg18343474,chr1,229566908,N_Shore,,,hg19,AGE,1
cg12302070,chr2,163695776,OpenSea,KCNH7;KCNH7,TSS1500;TSS1500,hg19,AGE,1
cg20755170,chr5,145720024,Island,POU4F3,3'UTR,hg19,AGE,1
cg12852499,chr13,79170959,Island,,,hg19,AGE,1
cg11642106,chr3,27772805,S_Shore,,,hg19,AGE,1
cg15475851,chr10,105037349,Island,INA,1stExon,hg19,AGE,1
cg18406033,chr2,223159869,Island,PAX3;PAX3;PAX3;PAX3;PAX3;PAX3;PAX3;PAX3,Body;Body;Body;Body;Body;Body;Body;Body,hg19,AGE,1
cg06757405,chr5,140789450,Island,PCDHGA4;PCDHGA9;PCDHGA1;PCDHGB1;PCDHGB6;PCDHGB6;PCDHGB3;PCDHGA6;PCDHGA8;PCDHGA5;PCDHGB4;PCDHGA3;PCDHGA2;PCDHGB2;PCDHGA7;PCDHGB5,Body;Body;Body;Body;1stExon;1stExon;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body,hg19,AGE,1
cg23649708,chr8,85097049,Island,RALYL;RALYL;RALYL;RALYL,TSS200;5'UTR;5'UTR;5'UTR,hg19,AGE,1
cg01138867,chr5,160975792,S_Shore,GABRB2;GABRB2,TSS1500;TSS1500,hg19,AGE,1
cg21355828,chr7,149389814,Island,,,hg19,AGE,1
cg01850269,chr6,100903227,N_Shore,SIM1,Body,hg19,AGE,1
cg20010506,chr12,62585467,Island,FAM19A2;FAM19A2,5'UTR;1stExon,hg19,AGE,1
cg14993283,chr6,100906182,Island,SIM1,Body,hg19,AGE,1
cg19624764,chr18,44775561,Island,SKOR2;SKOR2,TSS200;TSS200,hg19,AGE,1
cg26389684,chr8,55366935,Island,,,hg19,AGE,1
cg24999259,chr3,193989356,S_Shore,,,hg19,AGE,-1
cg14354327,chr10,131763676,Island,,,hg19,AGE,1
cg22400015,chr2,220196714,Island,RESP18,Body,hg19,AGE,1
cg07642566,chr19,4769676,OpenSea,MIR7-3;C19orf30,TSS1500;Body,hg19,AGE,1
cg05578840,chr5,76934327,N_Shore,OTP,Body,hg19,AGE,1
cg04548856,chr14,57284528,Island,OTX2OS1,Body,hg19,AGE,1
cg08146483,chr1,75602412,Island,LHX8,Body,hg19,AGE,1
cg20183094,chr7,121950924,Island,,,hg19,AGE,1
cg05733135,chr11,27740876,Island,BDNF;BDNF;BDNF;BDNF;BDNF,Body;5'UTR;5'UTR;5'UTR;5'UTR,hg19,AGE,1
cg19987210,chr12,63544752,Island,AVPR1A;AVPR1A,1stExon;5'UTR,hg19,AGE,1
cg26718511,chr6,25652531,Island,SCGN;SCGN,1stExon;5'UTR,hg19,AGE,1
cg24811864,chr18,55019711,Island,ST8SIA3,TSS200,hg19,AGE,1
cg24932457,chr1,175568559,Island,TNR,5'UTR,hg19,AGE,1
cg15415452,chr13,112759355,Island,,,hg19,AGE,1
cg16919569,chr4,174452835,Island,NBLA00301;HAND2,Body;TSS1500,hg19,AGE,1
cg26217340,chr11,32459861,Island,WT1-AS;WT1-AS;WT1-AS;WT1-AS,Body;Body;Body;Body,hg19,AGE,1
cg10676084,chr15,27017560,Island,GABRB3;GABRB3,Body;Body,hg19,AGE,1
cg20428068,chr15,79285262,OpenSea,RASGRF1;RASGRF1;RASGRF1,Body;Body;Body,hg19,AGE,-1
cg25684999,chr10,23480803,Island,PTF1A,TSS1500,hg19,AGE,1
cg26595643,chr10,118899291,Island,VAX1;VAX1,TSS1500;TSS1500,hg19,AGE,1
cg11393848,chr1,22969340,OpenSea,C1QC;C1QC,TSS1500;TSS1500,hg19,AGE,-1
cg25279509,chr5,72884112,OpenSea,,,hg19,AGE,-1
cg19644580,chr21,19166676,OpenSea,C21orf91;C21orf91;C21orf91,Body;Body;Body,hg19,AGE,-1
cg04449953,chr8,144486939,N_Shelf,,,hg19,AGE,-1
cg18862850,chr17,50237380,S_Shore,CA10;CA10;CA10,TSS1500;TSS1500;TSS200,hg19,AGE,1
cg22639011,chr11,30037875,Island,KCNA4,5'UTR,hg19,AGE,1
cg08616061,chr5,140753570,N_Shore,PCDHGA4;PCDHGA1;PCDHGA6;PCDHGA5;PCDHGB1;PCDHGA3;PCDHGA2;PCDHGA6;PCDHGB2;PCDHGB3,Body;Body;TSS200;Body;Body;Body;Body;TSS200;Body;Body,hg19,AGE,1
cg13802013,chr20,37303351,Island,,,hg19,AGE,1
cg03022788,chr10,50819928,Island,SLC18A3;CHAT;CHAT;CHAT,1stExon;TSS1500;TSS1500;5'UTR,hg19,AGE,1
cg08572611,chr7,100253914,Island,ACTL6B,Body,hg19,AGE,1
cg10546817,chr14,95233855,N_Shore,,,hg19,AGE,1
cg10403161,chr10,93805870,S_Shore,,,hg19,AGE,1
cg08718490,chr4,52943099,Island,SPATA18,Body,hg19,AGE,1
cg18840589,chr6,100441867,Island,MCHR2-AS1;MCHR2;MCHR2;MCHR2,TSS200;1stExon;5'UTR;5'UTR,hg19,AGE,1
cg24690071,chr13,100635352,Island,ZIC2,1stExon,hg19,AGE,1
cg13575298,chr3,170626725,Island,EIF5A2,TSS1500,hg19,AGE,1
cg20300246,chr9,139096747,Island,LHX3,Body,hg19,AGE,1
cg21493505,chr19,56879418,Island,ZNF542;ZNF542;ZNF542;ZNF542,TSS1500;TSS1500;TSS200;TSS200,hg19,AGE,1
cg08490115,chr11,30038675,Island,KCNA4,TSS200,hg19,AGE,1
cg10755235,chr14,60974039,Island,,,hg19,AGE,1
cg07132386,chr2,207139218,N_Shore,ZDBF2;ZDBF2,TSS1500;TSS200,hg19,AGE,1
cg16321524,chr20,33422627,OpenSea,HMGB3L1,TSS1500,hg19,AGE,-1
cg08315202,chr7,98246006,Island,NPTX2,TSS1500,hg19,AGE,1
